grp in,advid,count(),SQ,JDQ,full-conversion,billing-conversion
dplugin_theseus_iq_utility3,25816002,1,0,0,1,0
dplugin_theseus_iq_utility2,25816003,1,1,0,1,0
dplugin_theseus_iq_utility1,25816007,3,0,1,1,1
dplugin_theseus_iq_utility2,25816010,9,1,0,1,1
dplugin_theseus_iq_utility3,25816014,2,0,0,1,0
dplugin_theseus_iq_utility3,25816019,2,0,0,1,0
dplugin_theseus_iq_utility1,25816021,1,0,1,1,0
dplugin_theseus_iq_utility2,25816026,1,1,0,1,0
dplugin_theseus_iq_utility1,25816029,3,0,1,1,0
dplugin_theseus_iq_utility1,25816032,8,0,1,1,1
dplugin_theseus_iq_utility1,25816041,3,0,1,1,1
dplugin_theseus_iq_utility1,25816042,1,0,1,1,0
dplugin_theseus_iq_utility2,25816047,1,1,0,1,0
dplugin_theseus_iq_utility3,25816048,1,0,0,0,0
dplugin_theseus_iq_utility1,25816049,11,0,1,1,1
dplugin_theseus_iq_utility3,25816052,7,0,0,1,0
dplugin_theseus_iq_utility3,25816055,1,0,0,1,0
dplugin_theseus_iq_utility1,25816062,13,0,1,1,0
dplugin_theseus_iq_utility0,25816064,8,1,1,1,0
dplugin_theseus_iq_utility1,25816066,1,0,1,1,0
dplugin_theseus_iq_utility1,25816071,1,0,1,1,0
dplugin_theseus_iq_utility1,25816075,2,0,1,1,1
dplugin_theseus_iq_utility0,25816082,5,1,1,1,1
dplugin_theseus_iq_utility2,25816097,1,1,0,1,1
dplugin_theseus_iq_utility0,25816098,1,1,1,1,0
dplugin_theseus_iq_utility0,25816105,7,1,1,1,1
dplugin_theseus_iq_utility1,25816106,1,0,1,1,0
dplugin_theseus_iq_utility1,25816114,2,0,1,0,1
dplugin_theseus_iq_utility0,25816135,14,1,1,1,0
dplugin_theseus_iq_utility1,25816136,3,0,1,1,1
dplugin_theseus_iq_utility3,25816144,12,0,0,1,1
dplugin_theseus_iq_utility0,25816149,7,1,1,1,0
dplugin_theseus_iq_utility3,25816151,1,0,0,1,0
dplugin_theseus_iq_utility1,25816154,18,0,1,0,0
dplugin_theseus_iq_utility0,25816156,2,1,1,1,1
dplugin_theseus_iq_utility3,25816161,1,0,0,1,0
dplugin_theseus_iq_utility2,25816163,6,1,0,1,1
dplugin_theseus_iq_utility3,25816164,4,0,0,1,1
dplugin_theseus_iq_utility3,25816175,10,0,0,1,0
dplugin_theseus_iq_utility3,25816177,4,0,0,1,1
dplugin_theseus_iq_utility2,25816181,6,1,0,1,1
dplugin_theseus_iq_utility1,25816182,3,0,1,1,0
dplugin_theseus_iq_utility3,25816186,7,0,0,0,0
dplugin_theseus_iq_utility3,25816190,2,0,0,1,1
dplugin_theseus_iq_utility1,25816198,4,0,1,1,0
dplugin_theseus_iq_utility0,25816209,1,1,1,1,0
dplugin_theseus_iq_utility2,25816210,8,1,0,1,0
dplugin_theseus_iq_utility2,25816221,2,1,0,1,0
dplugin_theseus_iq_utility1,25816222,7,0,1,1,0
dplugin_theseus_iq_utility0,25816225,2,1,1,1,0
dplugin_theseus_iq_utility0,25816228,45,1,1,1,1
dplugin_theseus_iq_utility2,25816229,9,1,0,1,0
dplugin_theseus_iq_utility0,25816241,12,1,1,0,0
dplugin_theseus_iq_utility2,25816246,2,1,0,1,0
dplugin_theseus_iq_utility0,25816248,2,1,1,1,1
dplugin_theseus_iq_utility0,25816250,1,1,1,0,0
dplugin_theseus_iq_utility3,25816254,1,0,0,1,1
dplugin_theseus_iq_utility0,25816256,1,1,1,1,0
dplugin_theseus_iq_utility0,25816260,2,1,1,1,0
dplugin_theseus_iq_utility2,25816264,1,1,0,0,0
dplugin_theseus_iq_utility3,25816269,1,0,0,1,0
dplugin_theseus_iq_utility2,25816276,1,1,0,1,0
dplugin_theseus_iq_utility3,25816277,8,0,0,1,0
dplugin_theseus_iq_utility0,25816278,7,1,1,1,0
dplugin_theseus_iq_utility1,25816282,2,0,1,1,0
dplugin_theseus_iq_utility1,25816290,1,0,1,1,0
dplugin_theseus_iq_utility1,25816304,1,0,1,1,0
dplugin_theseus_iq_utility3,25816307,3,0,0,1,0
dplugin_theseus_iq_utility3,25816308,1,0,0,1,0
dplugin_theseus_iq_utility2,25816309,1,1,0,1,0
dplugin_theseus_iq_utility3,25816327,2,0,0,1,0
dplugin_theseus_iq_utility2,25816331,1,1,0,1,0
dplugin_theseus_iq_utility2,25816337,1,1,0,1,0
dplugin_theseus_iq_utility1,25816340,3,0,1,1,0
dplugin_theseus_iq_utility0,25816341,20,1,1,1,0
dplugin_theseus_iq_utility0,25816343,1,1,1,1,0
dplugin_theseus_iq_utility3,25816345,1,0,0,1,0
dplugin_theseus_iq_utility3,25816358,2,0,0,1,0
dplugin_theseus_iq_utility0,25816361,3,1,1,1,1
dplugin_theseus_iq_utility2,25816377,1,1,0,1,0
dplugin_theseus_iq_utility1,25816385,1,0,1,0,0
dplugin_theseus_iq_utility0,25816386,2,1,1,1,0
dplugin_theseus_iq_utility1,25816392,1,0,1,1,0
dplugin_theseus_iq_utility3,25816402,1,0,0,1,0
dplugin_theseus_iq_utility0,25816403,1,1,1,0,0
dplugin_theseus_iq_utility3,25816404,3,0,0,1,0
dplugin_theseus_iq_utility0,25816407,4,1,1,1,1
dplugin_theseus_iq_utility0,25816409,4,1,1,1,0
dplugin_theseus_iq_utility0,25816413,2,1,1,1,0
dplugin_theseus_iq_utility2,25816418,43,1,0,1,1
dplugin_theseus_iq_utility3,25816419,11,0,0,1,0
dplugin_theseus_iq_utility3,25816421,1,0,0,1,0
dplugin_theseus_iq_utility1,25816422,5,0,1,1,0
dplugin_theseus_iq_utility2,25816423,5,1,0,1,1
dplugin_theseus_iq_utility0,25816430,1,1,1,1,1
dplugin_theseus_iq_utility3,25816436,2,0,0,1,0
dplugin_theseus_iq_utility2,25816450,6,1,0,1,0
dplugin_theseus_iq_utility2,25816465,2,1,0,1,1
dplugin_theseus_iq_utility3,25816468,14,0,0,1,1
dplugin_theseus_iq_utility2,25816480,7,1,0,1,0
dplugin_theseus_iq_utility3,25816484,1,0,0,1,0
dplugin_theseus_iq_utility1,25816505,3,0,1,1,0
dplugin_theseus_iq_utility1,25816514,6,0,1,1,0
dplugin_theseus_iq_utility3,25816517,1,0,0,1,0
dplugin_theseus_iq_utility3,25816525,4,0,0,1,1
dplugin_theseus_iq_utility1,25816530,7,0,1,1,0
dplugin_theseus_iq_utility1,25816541,3,0,1,1,0
dplugin_theseus_iq_utility3,25816543,1,0,0,0,0
dplugin_theseus_iq_utility2,25816546,1,1,0,0,0
dplugin_theseus_iq_utility3,25816547,2,0,0,1,0
dplugin_theseus_iq_utility0,25816551,8,1,1,1,0
dplugin_theseus_iq_utility1,25816555,4,0,1,1,1
dplugin_theseus_iq_utility1,25816557,2,0,1,1,0
dplugin_theseus_iq_utility3,25816565,2,0,0,1,0
dplugin_theseus_iq_utility1,25816567,10,0,1,1,0
dplugin_theseus_iq_utility2,25816570,1,1,0,1,0
dplugin_theseus_iq_utility2,25816574,5,1,0,1,0
dplugin_theseus_iq_utility2,25816581,3,1,0,1,1
dplugin_theseus_iq_utility0,25816583,2,1,1,1,0
dplugin_theseus_iq_utility1,25816599,1,0,1,1,0
dplugin_theseus_iq_utility2,25816600,26,1,0,0,0
dplugin_theseus_iq_utility1,25816605,4,0,1,1,0
dplugin_theseus_iq_utility2,25816619,14,1,0,1,0
dplugin_theseus_iq_utility3,25816635,7,0,0,1,0
dplugin_theseus_iq_utility3,25816636,2,0,0,1,0
dplugin_theseus_iq_utility1,25816641,1,0,1,1,0
dplugin_theseus_iq_utility0,25816643,5,1,1,1,1
dplugin_theseus_iq_utility0,25816650,6,1,1,1,1
dplugin_theseus_iq_utility3,25816652,4,0,0,1,0
dplugin_theseus_iq_utility3,25816653,3,0,0,1,0
dplugin_theseus_iq_utility3,25816660,4,0,0,1,1
dplugin_theseus_iq_utility0,25816672,2,1,1,0,0
dplugin_theseus_iq_utility3,25816684,5,0,0,1,0
dplugin_theseus_iq_utility3,25816688,1,0,0,1,0
dplugin_theseus_iq_utility1,25816693,2,0,1,1,1
dplugin_theseus_iq_utility3,25816703,6,0,0,1,1
dplugin_theseus_iq_utility3,25816705,7,0,0,1,1
dplugin_theseus_iq_utility0,25816709,6,1,1,1,1
dplugin_theseus_iq_utility0,25816710,7,1,1,1,0
dplugin_theseus_iq_utility2,25816712,2,1,0,1,0
dplugin_theseus_iq_utility1,25816714,1,0,1,1,0
dplugin_theseus_iq_utility3,25816719,1,0,0,0,0
dplugin_theseus_iq_utility3,25816727,1,0,0,1,0
dplugin_theseus_iq_utility0,25816728,1,1,1,1,0
dplugin_theseus_iq_utility1,25816731,3,0,1,1,0
dplugin_theseus_iq_utility3,25816747,1,0,0,1,0
dplugin_theseus_iq_utility3,25816750,3,0,0,1,0
dplugin_theseus_iq_utility1,25816756,1,0,1,1,0
dplugin_theseus_iq_utility1,25816757,5,0,1,1,0
dplugin_theseus_iq_utility3,25816768,1,0,0,1,1
dplugin_theseus_iq_utility0,25816779,1,1,1,1,0
dplugin_theseus_iq_utility0,25816790,1,1,1,1,1
dplugin_theseus_iq_utility3,25816796,7,0,0,1,0
dplugin_theseus_iq_utility2,25816805,1,1,0,1,0
dplugin_theseus_iq_utility0,25816813,1,1,1,0,0
dplugin_theseus_iq_utility1,25816819,6,0,1,1,0
dplugin_theseus_iq_utility0,25816830,1,1,1,1,0
dplugin_theseus_iq_utility3,25816833,1,0,0,1,0
dplugin_theseus_iq_utility3,25816845,13,0,0,1,0
dplugin_theseus_iq_utility2,25816846,2,1,0,1,0
dplugin_theseus_iq_utility2,25816847,1,1,0,1,0
dplugin_theseus_iq_utility2,25816853,1,1,0,1,0
dplugin_theseus_iq_utility2,25816854,3,1,0,1,0
dplugin_theseus_iq_utility2,25816859,1,1,0,1,0
dplugin_theseus_iq_utility2,25816862,3,1,0,1,1
dplugin_theseus_iq_utility3,25816867,1,0,0,1,0
dplugin_theseus_iq_utility3,25816875,1,0,0,1,0
dplugin_theseus_iq_utility1,25816882,2,0,1,1,0
dplugin_theseus_iq_utility0,25816884,1,1,1,0,0
dplugin_theseus_iq_utility1,25816886,1,0,1,1,0
dplugin_theseus_iq_utility3,25816892,1,0,0,1,0
dplugin_theseus_iq_utility0,25816898,1,1,1,1,0
dplugin_theseus_iq_utility3,25816904,1,0,0,0,0
dplugin_theseus_iq_utility3,25816912,1,0,0,0,0
dplugin_theseus_iq_utility2,25816927,7,1,0,1,0
dplugin_theseus_iq_utility1,25816930,1,0,1,1,0
dplugin_theseus_iq_utility1,25816935,1,0,1,0,0
dplugin_theseus_iq_utility1,25816941,1,0,1,0,0
dplugin_theseus_iq_utility0,25816947,1,1,1,1,0
dplugin_theseus_iq_utility1,25816962,2,0,1,1,0
dplugin_theseus_iq_utility1,25816975,1,0,1,1,0
dplugin_theseus_iq_utility2,25816978,1,1,0,1,0
dplugin_theseus_iq_utility2,25816982,4,1,0,1,0
dplugin_theseus_iq_utility0,25816984,1,1,1,1,0
dplugin_theseus_iq_utility0,25816987,7,1,1,1,0
dplugin_theseus_iq_utility1,25816988,1,0,1,1,0
dplugin_theseus_iq_utility3,25816989,1,0,0,1,0
dplugin_theseus_iq_utility1,25816992,6,0,1,1,0
dplugin_theseus_iq_utility3,25816993,2,0,0,1,0
dplugin_theseus_iq_utility2,25817001,1,1,0,1,0
dplugin_theseus_iq_utility0,25817016,1,1,1,1,0
dplugin_theseus_iq_utility2,25817030,9,1,0,1,0
dplugin_theseus_iq_utility2,25817031,1,1,0,1,0
dplugin_theseus_iq_utility3,25817045,43,0,0,1,0
dplugin_theseus_iq_utility2,25817046,6,1,0,1,0
dplugin_theseus_iq_utility0,25817047,3,1,1,1,1
dplugin_theseus_iq_utility2,25817051,11,1,0,1,0
dplugin_theseus_iq_utility2,25817055,2,1,0,1,0
dplugin_theseus_iq_utility3,25817064,8,0,0,1,0
dplugin_theseus_iq_utility1,25817069,3,0,1,1,0
dplugin_theseus_iq_utility1,25817072,5,0,1,1,1
dplugin_theseus_iq_utility2,25817075,1,1,0,0,0
dplugin_theseus_iq_utility1,25817076,3,0,1,1,0
dplugin_theseus_iq_utility0,25817083,1,1,1,0,0
dplugin_theseus_iq_utility0,25817084,1,1,1,1,0
dplugin_theseus_iq_utility3,25817091,3,0,0,1,0
dplugin_theseus_iq_utility0,25817097,1,1,1,1,0
dplugin_theseus_iq_utility1,25817101,2,0,1,1,0
dplugin_theseus_iq_utility1,25817103,5,0,1,1,0
dplugin_theseus_iq_utility2,25817107,1,1,0,1,0
dplugin_theseus_iq_utility0,25817110,1,1,1,1,0
dplugin_theseus_iq_utility1,25817119,1,0,1,1,0
dplugin_theseus_iq_utility1,25817120,5,0,1,1,1
dplugin_theseus_iq_utility2,25817126,1,1,0,1,0
dplugin_theseus_iq_utility2,25817132,11,1,0,1,0
dplugin_theseus_iq_utility3,25817133,1,0,0,1,0
dplugin_theseus_iq_utility2,25817139,1,1,0,1,0
dplugin_theseus_iq_utility3,25817141,1,0,0,1,0
dplugin_theseus_iq_utility0,25817147,2,1,1,1,0
dplugin_theseus_iq_utility3,25817151,2,0,0,1,0
dplugin_theseus_iq_utility3,25817170,1,0,0,1,1
dplugin_theseus_iq_utility1,25817177,1,0,1,1,0
dplugin_theseus_iq_utility0,25817178,1,1,1,1,0
dplugin_theseus_iq_utility3,25817179,1,0,0,1,0
dplugin_theseus_iq_utility2,25817181,1,1,0,1,0
dplugin_theseus_iq_utility3,25817195,14,0,0,1,1
dplugin_theseus_iq_utility0,25817209,5,1,1,1,0
dplugin_theseus_iq_utility2,25817211,1,1,0,1,0
dplugin_theseus_iq_utility0,25817213,2,1,1,1,0
dplugin_theseus_iq_utility2,25817229,3,1,0,1,1
dplugin_theseus_iq_utility1,25817231,1,0,1,0,0
dplugin_theseus_iq_utility1,25817234,1,0,1,1,0
dplugin_theseus_iq_utility0,25817242,1,1,1,1,0
dplugin_theseus_iq_utility2,25817261,1,1,0,1,0
dplugin_theseus_iq_utility2,25817274,1,1,0,0,0
dplugin_theseus_iq_utility0,25817276,1,1,1,1,0
dplugin_theseus_iq_utility2,25817278,1,1,0,0,0
dplugin_theseus_iq_utility2,25817294,1,1,0,1,0
dplugin_theseus_iq_utility1,25817298,4,0,1,1,0
dplugin_theseus_iq_utility1,25817299,1,0,1,1,1
dplugin_theseus_iq_utility2,25817304,1,1,0,1,0
dplugin_theseus_iq_utility1,25817318,4,0,1,1,0
dplugin_theseus_iq_utility2,25817325,1,1,0,1,1
dplugin_theseus_iq_utility1,25817330,2,0,1,0,0
dplugin_theseus_iq_utility2,25817337,2,1,0,1,1
dplugin_theseus_iq_utility2,25817340,1,1,0,0,0
dplugin_theseus_iq_utility0,25817350,2,1,1,1,0
dplugin_theseus_iq_utility1,25817367,35,0,1,1,0
dplugin_theseus_iq_utility2,25817370,12,1,0,1,0
dplugin_theseus_iq_utility0,25817374,1,1,1,1,1
dplugin_theseus_iq_utility3,25817379,3,0,0,1,1
dplugin_theseus_iq_utility3,25817389,1,0,0,1,0
dplugin_theseus_iq_utility0,25817403,1,1,1,1,0
dplugin_theseus_iq_utility2,25817407,2,1,0,1,1
dplugin_theseus_iq_utility1,25817409,2,0,1,1,0
dplugin_theseus_iq_utility0,25817412,8,1,1,1,0
dplugin_theseus_iq_utility0,25817420,1,1,1,1,0
dplugin_theseus_iq_utility1,25817425,7,0,1,1,0
dplugin_theseus_iq_utility1,25817432,1,0,1,0,0
dplugin_theseus_iq_utility2,25817434,1,1,0,1,0
dplugin_theseus_iq_utility1,25817437,2,0,1,1,0
dplugin_theseus_iq_utility1,25817445,1,0,1,1,0
dplugin_theseus_iq_utility2,25817446,1,1,0,0,0
dplugin_theseus_iq_utility2,25817448,1,1,0,1,0
dplugin_theseus_iq_utility3,25817449,4,0,0,1,0
